time,source,target,exposure,interest_rate,maturity
3,B19,B35,12.08,0.0301,90
3,B19,B36,5.17,0.0381,7
3,B19,B39,9.38,0.0135,7
3,B19,B49,31.59,0.0245,180
3,B19,B57,30.88,0.0324,30
3,B19,B64,10.32,0.0341,90
3,B19,B66,30.42,0.0302,90
3,B20,B1,19.39,0.018,7
3,B20,B4,9.66,0.0399,90
3,B20,B5,40.76,0.0105,14
3,B20,B10,42.58,0.0261,90
3,B20,B22,19.77,0.0109,90
3,B20,B46,39.08,0.0371,7
3,B20,B56,22.63,0.0288,90
3,B20,B61,9.35,0.0309,90
3,B20,B66,31.56,0.0356,30
3,B21,B1,44.75,0.0306,90
3,B21,B4,39.58,0.0424,90
3,B21,B5,11.33,0.0271,14
3,B21,B6,34.18,0.0305,180
3,B21,B12,21.61,0.0442,90
3,B21,B19,15.39,0.0438,180
3,B21,B26,28.13,0.0275,30
3,B21,B29,9.89,0.0363,7
3,B21,B46,9.93,0.0151,90
3,B21,B61,40.53,0.0391,30
3,B21,B65,46.37,0.024,180
3,B21,B66,17.91,0.0203,14
3,B22,B1,13.03,0.0344,90
3,B22,B8,36.31,0.0118,90
3,B22,B20,16.24,0.0101,14
3,B22,B21,32.8,0.0233,14
3,B22,B32,7.99,0.0386,7
3,B22,B33,14.54,0.0122,7
3,B22,B34,15.16,0.0144,30
3,B22,B35,46.5,0.014,90
3,B22,B38,41.32,0.0455,30
3,B22,B41,33.24,0.0313,7
3,B22,B44,41.37,0.024,180
3,B22,B45,24.59,0.0123,7
3,B22,B56,32.87,0.0475,14
3,B23,B15,25.57,0.0182,90
3,B23,B18,39.74,0.0119,14
3,B23,B19,27.39,0.0356,90
3,B23,B24,36.55,0.0455,30
3,B23,B26,27.1,0.0333,7
3,B23,B27,14.31,0.039,30
3,B23,B29,28.52,0.0239,90
3,B23,B35,18.9,0.0448,14
3,B23,B40,24.13,0.0437,180
3,B23,B41,14.1,0.0329,90
3,B23,B47,22.83,0.0255,30
3,B23,B49,30.45,0.0195,7
3,B23,B52,34.26,0.0236,30
3,B23,B59,43.57,0.0312,30
3,B23,B63,10.22,0.0457,14
3,B23,B64,18.78,0.0103,7
3,B24,B2,48.53,0.019,90
3,B24,B7,14.24,0.0119,180
3,B24,B14,34.79,0.0275,180
3,B24,B16,42.79,0.0197,7
3,B24,B22,32.71,0.036,14
3,B24,B39,32.02,0.0434,180
3,B24,B58,42.9,0.0455,90
3,B25,B3,20.57,0.0364,90
3,B25,B14,45.09,0.0104,90
3,B25,B32,35.93,0.0457,14
3,B25,B33,9.77,0.0484,90
3,B26,B4,28.97,0.013,90
3,B26,B8,22.56,0.0267,30
3,B26,B11,22.66,0.025,7
3,B26,B15,46.27,0.0217,90
3,B26,B21,34.28,0.0342,180
3,B26,B24,33.74,0.015,180
3,B26,B27,7.96,0.0271,180
3,B26,B31,27.08,0.0154,30
3,B26,B43,21.85,0.0288,7
3,B26,B57,27.56,0.0423,90
3,B26,B59,11.15,0.0218,30
3,B26,B60,48.9,0.0332,180
3,B26,B64,31.49,0.0308,14
3,B27,B9,27.22,0.0106,90
3,B27,B13,42.84,0.0128,7
3,B27,B23,21.85,0.0155,180
3,B27,B41,27.95,0.0268,7
3,B27,B51,18.48,0.0184,90
3,B27,B58,11.41,0.0128,7
3,B27,B60,45.07,0.0268,30
3,B28,B5,28.18,0.0216,14
3,B28,B9,19.03,0.0119,90
3,B28,B15,5.47,0.0407,7
3,B28,B19,14.16,0.0118,14
3,B28,B24,5.66,0.0412,7
3,B28,B36,13.77,0.0465,14
3,B28,B38,38.88,0.015,180
3,B28,B40,35.37,0.0259,14
3,B28,B42,13.38,0.0114,30
3,B28,B44,24.07,0.0425,180
3,B28,B49,28.25,0.0461,14
3,B28,B64,15.34,0.0348,90
3,B29,B1,21.81,0.0197,90
3,B29,B12,17.64,0.0232,30
3,B29,B26,41.91,0.0138,30
3,B29,B27,39.13,0.0248,30
3,B29,B30,47.13,0.0432,90
3,B29,B33,32.94,0.0367,90
3,B29,B38,27.57,0.0344,180
3,B29,B49,7.21,0.0439,180
3,B29,B51,33.31,0.048,90
3,B29,B60,48.61,0.0217,180
3,B29,B64,29.22,0.0119,30
3,B29,B65,19.64,0.0499,7
3,B30,B0,41.29,0.0225,7
3,B30,B2,7.53,0.025,180
3,B30,B9,49.71,0.0208,90
3,B30,B14,13.64,0.0349,30
3,B30,B16,42.27,0.034,7
3,B30,B31,46.45,0.0143,14
3,B30,B40,7.87,0.0389,30
3,B30,B41,15.56,0.0434,180
3,B30,B44,10.61,0.0467,7
3,B30,B46,23.02,0.0395,14
3,B31,B3,9.15,0.0131,180
3,B31,B14,45.14,0.0127,30
3,B31,B16,25.98,0.0228,7
3,B31,B19,26.64,0.0374,30
3,B31,B35,46.88,0.0414,14
3,B31,B41,49.0,0.0368,90
3,B31,B47,32.19,0.042,30
3,B31,B49,44.33,0.0347,90
3,B31,B50,18.79,0.0413,30
3,B31,B52,15.43,0.0489,90
3,B31,B65,19.5,0.0265,7
3,B32,B3,28.3,0.0173,90
3,B32,B14,47.21,0.0132,30
3,B32,B20,20.51,0.0231,30
3,B32,B21,15.28,0.0158,30
3,B32,B31,29.69,0.036,180
3,B32,B33,40.82,0.0394,180
3,B32,B45,22.04,0.0254,30
3,B32,B52,22.05,0.0334,90
3,B32,B57,49.45,0.0186,30
3,B32,B58,30.59,0.0185,30
3,B33,B31,35.36,0.0314,30
3,B33,B39,40.07,0.0214,14
3,B33,B43,47.35,0.032,30
3,B33,B45,44.36,0.0296,90
3,B33,B47,45.28,0.0146,90
3,B34,B12,9.31,0.0188,90
3,B34,B27,27.25,0.0142,30
3,B34,B39,25.26,0.0175,7
3,B34,B45,26.98,0.0165,30
3,B34,B46,23.65,0.013,30
3,B34,B47,27.11,0.011,90
3,B34,B60,49.34,0.0492,30
3,B34,B64,20.91,0.046,30
3,B35,B9,39.4,0.0147,7
3,B35,B12,27.65,0.0297,14
3,B35,B27,12.61,0.0448,180
3,B35,B30,17.28,0.035,7
3,B35,B39,10.37,0.0174,90
3,B35,B41,9.12,0.0327,7
3,B35,B50,31.09,0.0141,7
3,B35,B62,16.0,0.047,180
3,B36,B4,19.2,0.0148,30
3,B36,B19,7.06,0.0234,90
3,B36,B33,41.55,0.0443,14
3,B36,B40,47.26,0.0476,90
3,B36,B48,13.15,0.0326,14
3,B36,B51,38.95,0.0261,180
3,B36,B54,21.7,0.034,180
3,B36,B64,34.22,0.045,7
3,B37,B12,24.6,0.036,30
3,B37,B13,6.29,0.0462,90
3,B37,B21,15.59,0.0464,7
3,B37,B42,24.95,0.0477,7
3,B37,B48,22.14,0.0195,14
3,B37,B57,6.84,0.0183,14
3,B37,B63,11.62,0.0425,180
3,B38,B3,42.71,0.0281,90
3,B38,B10,38.3,0.0139,7
3,B38,B11,31.53,0.0415,14
3,B38,B19,34.79,0.0295,7
3,B38,B23,15.77,0.0373,14
3,B38,B29,41.32,0.0305,90
3,B38,B42,33.0,0.0404,90
3,B38,B44,38.78,0.0265,180
3,B38,B52,34.89,0.0323,30
3,B38,B55,6.19,0.03,14
3,B38,B56,37.85,0.0231,30
3,B38,B60,5.73,0.0475,180
3,B39,B6,47.6,0.0191,14
3,B39,B18,13.5,0.0201,30
3,B39,B25,12.94,0.0408,30
3,B39,B28,7.74,0.0471,90
3,B39,B29,48.76,0.0457,30
3,B39,B34,22.5,0.0213,90
3,B39,B42,44.22,0.0406,90
3,B39,B49,42.09,0.0415,7
3,B39,B54,5.31,0.0106,90
3,B39,B64,48.49,0.0398,7
3,B40,B1,24.0,0.0415,14
3,B40,B8,17.63,0.0275,90
3,B40,B10,25.93,0.0419,180
3,B40,B12,46.38,0.0424,180
3,B40,B14,28.46,0.0428,180
3,B40,B15,7.72,0.0278,30
3,B40,B17,13.25,0.0248,30
3,B40,B22,40.39,0.0104,90
3,B40,B38,25.81,0.0236,30
3,B40,B39,47.16,0.0147,180
3,B40,B48,44.92,0.031,180
3,B40,B54,26.07,0.0344,180
3,B40,B61,30.94,0.028,14
3,B40,B62,43.96,0.0322,180
3,B40,B64,30.44,0.0173,14
3,B41,B4,23.39,0.0318,7
3,B41,B6,12.55,0.0479,90
3,B41,B28,43.54,0.0174,180
3,B41,B30,49.36,0.0306,180
3,B41,B37,26.85,0.0433,14
3,B41,B40,42.74,0.0215,7
3,B41,B48,11.6,0.0445,14
3,B41,B56,46.53,0.0184,14
3,B41,B59,17.82,0.0391,30
3,B41,B61,19.59,0.031,30
3,B41,B64,19.4,0.0476,14
3,B42,B13,22.76,0.0401,90
3,B42,B16,12.67,0.044,14
3,B42,B17,20.43,0.0283,7
3,B42,B20,27.36,0.0149,180
3,B42,B22,11.39,0.0488,7
3,B42,B33,15.09,0.0119,14
3,B42,B51,41.35,0.0203,14
3,B42,B56,30.76,0.0314,7
3,B42,B66,25.04,0.0268,180
3,B43,B0,12.94,0.0299,14
3,B43,B7,6.04,0.0359,30
3,B43,B9,23.28,0.0179,14
3,B43,B14,9.78,0.0347,30
3,B43,B24,13.02,0.0202,180
3,B43,B25,29.48,0.0393,90
3,B43,B30,45.75,0.0266,7
3,B43,B39,15.06,0.0316,90
3,B43,B46,49.13,0.0334,7
3,B44,B4,38.03,0.0206,180
3,B44,B12,30.86,0.0303,14
3,B44,B14,41.77,0.0335,7
3,B44,B32,28.71,0.0393,30
3,B44,B40,48.68,0.0295,14
3,B44,B45,19.08,0.0143,90
3,B44,B46,17.74,0.0259,14
3,B44,B50,47.64,0.0449,14
3,B44,B51,43.43,0.0446,30
3,B44,B56,29.42,0.0295,180
3,B44,B63,48.25,0.0231,7
3,B45,B5,22.89,0.0393,30
3,B45,B10,18.39,0.0207,14
3,B45,B13,15.27,0.028,14
3,B45,B16,11.86,0.0225,7
3,B45,B18,44.29,0.0335,7
3,B45,B31,5.71,0.0268,180
3,B45,B38,15.04,0.023,180
3,B45,B41,16.12,0.0243,180
3,B45,B43,31.13,0.0303,90
3,B45,B44,19.65,0.0292,14
3,B45,B46,13.82,0.0387,14
3,B45,B48,10.69,0.0143,30
3,B45,B51,28.92,0.0484,90
3,B45,B52,43.33,0.0266,180
3,B45,B54,20.12,0.0296,90
3,B45,B63,40.3,0.0421,14
3,B46,B1,7.54,0.0318,90
3,B46,B3,13.03,0.0297,7
3,B46,B4,34.09,0.0462,14
3,B46,B8,13.08,0.0245,90
3,B46,B11,46.75,0.0239,180
3,B46,B12,38.24,0.0364,30
3,B46,B23,41.41,0.0315,14
3,B46,B26,17.24,0.0397,90
3,B46,B39,44.24,0.0485,30
3,B46,B40,48.74,0.0349,180
3,B46,B42,25.14,0.0176,180
3,B46,B43,13.42,0.0361,90
3,B46,B48,45.73,0.0414,180
3,B46,B50,40.81,0.0477,14
3,B47,B6,15.75,0.0373,180
3,B47,B8,47.96,0.0489,90
3,B47,B10,43.09,0.0118,7
3,B47,B12,15.86,0.0441,7
3,B47,B20,17.52,0.0264,30
3,B47,B27,28.43,0.015,7
3,B47,B32,14.43,0.0324,30
3,B47,B33,12.28,0.0149,30
3,B47,B36,15.91,0.0236,7
3,B47,B58,32.72,0.0147,180
3,B47,B60,30.15,0.0198,90
3,B47,B61,20.6,0.0246,7
3,B47,B64,8.6,0.0416,14
3,B48,B8,18.45,0.0381,14
3,B48,B17,43.56,0.0352,7
3,B48,B19,5.57,0.0134,14
3,B48,B20,6.47,0.0228,14
3,B48,B35,8.16,0.0329,30
3,B48,B39,14.73,0.0416,30
3,B48,B53,34.34,0.0276,180
3,B48,B64,11.01,0.043,30
3,B48,B65,43.57,0.0143,180
3,B49,B19,44.22,0.0391,7
3,B49,B22,32.6,0.0302,30
3,B49,B32,37.61,0.0259,180
3,B49,B41,23.35,0.042,90
3,B49,B53,15.59,0.0414,7
3,B49,B63,14.49,0.0168,14
3,B50,B2,48.61,0.0316,7
3,B50,B6,22.92,0.0328,90
3,B50,B9,34.32,0.0292,180
3,B50,B14,32.66,0.0315,14
3,B50,B48,37.69,0.0232,7
3,B50,B49,46.69,0.0233,180
3,B50,B60,7.46,0.0455,7
3,B51,B1,41.62,0.0203,30
3,B51,B2,42.61,0.0204,7
3,B51,B4,24.05,0.0289,14
3,B51,B5,48.03,0.0311,30
3,B51,B19,26.61,0.0464,90
3,B51,B37,20.25,0.0323,14
3,B51,B41,39.86,0.0254,7
3,B51,B44,39.35,0.0165,30
3,B51,B46,40.87,0.0184,90
3,B51,B56,45.03,0.0349,7
3,B51,B58,10.87,0.0234,180
3,B52,B11,16.5,0.0275,90
3,B52,B26,5.33,0.026,14
3,B52,B29,9.39,0.0492,90
3,B52,B31,23.76,0.0311,90
3,B52,B47,28.7,0.0353,30
3,B53,B1,12.44,0.0215,30
3,B53,B3,14.11,0.035,7
3,B53,B5,35.63,0.0456,14
3,B53,B13,32.61,0.0149,30
3,B53,B32,10.28,0.0272,180
3,B53,B33,37.36,0.037,7
3,B53,B34,30.85,0.0131,30
3,B53,B50,16.29,0.0367,14
3,B53,B51,30.24,0.0363,180
3,B53,B60,13.06,0.0113,14
3,B54,B5,9.69,0.0202,30
3,B54,B7,34.53,0.0209,14
3,B54,B10,21.13,0.0434,14
3,B54,B18,42.97,0.0418,30
3,B54,B37,32.56,0.0129,90
3,B54,B38,15.05,0.0445,7
3,B54,B59,13.76,0.0281,14
3,B54,B61,28.99,0.0429,14
3,B55,B2,24.85,0.0165,7
3,B55,B4,31.71,0.0179,14
3,B55,B7,9.16,0.016,30
3,B55,B8,49.54,0.0393,30
3,B55,B9,28.02,0.0101,180
3,B55,B16,35.31,0.0495,90
3,B55,B27,22.6,0.0175,90
3,B55,B34,28.81,0.023,14
3,B55,B50,34.24,0.0131,14
3,B55,B56,44.67,0.0286,180
3,B56,B3,47.47,0.0443,14
3,B56,B11,20.47,0.0223,30
3,B56,B13,27.09,0.0322,14
3,B56,B19,48.75,0.0248,180
3,B56,B22,39.3,0.0329,30
3,B56,B29,45.52,0.0418,7
3,B56,B43,46.79,0.0418,14
3,B56,B44,49.41,0.0259,30
3,B56,B54,45.49,0.0366,90
3,B56,B59,23.21,0.0297,7
3,B56,B65,32.28,0.0195,7
3,B57,B7,29.49,0.0258,180
3,B57,B9,9.83,0.0264,30
3,B57,B20,19.28,0.0192,14
3,B57,B34,31.26,0.0159,30
3,B57,B37,46.89,0.0252,180
3,B57,B38,45.65,0.0493,30
3,B57,B42,28.54,0.0259,7
3,B57,B48,28.01,0.0419,180
3,B57,B61,42.63,0.0189,14
3,B58,B5,48.6,0.0121,14
3,B58,B8,10.79,0.0378,14
3,B58,B12,31.75,0.0458,180
3,B58,B17,28.1,0.0325,90
3,B58,B18,22.48,0.0181,90
3,B58,B23,26.84,0.0456,180
3,B58,B26,38.24,0.0257,14
3,B58,B30,6.57,0.0455,7
3,B58,B32,6.81,0.0397,90
3,B58,B37,46.04,0.0477,180
3,B58,B41,15.84,0.0131,180
3,B58,B53,39.13,0.0307,180
3,B58,B63,19.99,0.0213,30
3,B59,B18,36.45,0.0419,30
3,B59,B20,21.97,0.0348,7
3,B59,B24,11.89,0.0166,7
3,B59,B30,44.17,0.0364,7
3,B59,B31,16.63,0.0301,7
3,B59,B33,39.08,0.0426,180
3,B59,B34,25.12,0.039,30
3,B59,B37,27.28,0.0197,14
3,B59,B45,15.64,0.0205,180
3,B59,B47,22.41,0.046,7
3,B59,B48,6.24,0.0431,7
3,B59,B51,6.19,0.0275,90
3,B60,B4,11.68,0.0261,180
3,B60,B5,14.89,0.0343,30
3,B60,B14,7.81,0.028,7
3,B60,B15,44.17,0.0282,7
3,B60,B17,8.6,0.0154,7
3,B60,B30,11.09,0.0435,7
3,B60,B42,24.64,0.0106,14
3,B60,B49,29.86,0.0239,7
3,B61,B6,41.37,0.0226,90
3,B61,B10,48.5,0.0298,7
3,B61,B18,18.89,0.0381,90
3,B61,B25,13.51,0.0302,180
3,B61,B32,38.54,0.0378,7
3,B61,B33,29.36,0.0451,14
3,B61,B35,32.03,0.0171,14
3,B61,B36,23.82,0.0275,180
3,B61,B43,49.58,0.0271,180
3,B61,B48,35.47,0.0384,180
3,B61,B49,15.77,0.0218,14
3,B61,B59,38.51,0.0411,7
3,B62,B3,27.1,0.0432,180
3,B62,B5,11.53,0.0242,180
3,B62,B16,34.36,0.029,7
3,B62,B20,32.15,0.0134,90
3,B62,B25,11.98,0.0193,14
3,B62,B28,37.61,0.0361,180
3,B62,B37,7.52,0.0378,7
3,B62,B38,35.45,0.0259,180
3,B62,B42,21.35,0.0304,90
3,B62,B44,14.99,0.0387,90
3,B62,B60,37.2,0.0307,30
3,B63,B0,46.05,0.0214,14
3,B63,B3,19.51,0.0177,180
3,B63,B15,20.73,0.019,14
3,B63,B17,22.58,0.0481,30
3,B63,B24,45.4,0.042,90
3,B63,B45,24.63,0.0261,14
3,B63,B49,6.7,0.0309,14
3,B63,B56,49.46,0.013,7
3,B64,B0,9.97,0.0191,30
3,B64,B1,25.2,0.038,7
3,B64,B10,44.95,0.011,180
3,B64,B17,33.05,0.0412,30
3,B64,B19,25.9,0.0494,30
3,B64,B30,26.78,0.0128,30
3,B64,B37,11.85,0.0385,30
3,B64,B52,28.73,0.0231,90
3,B64,B53,16.52,0.0243,7
3,B64,B55,32.35,0.0227,14
3,B65,B2,19.94,0.0495,180
3,B65,B4,39.44,0.0164,180
3,B65,B6,41.94,0.0321,90
3,B65,B8,8.72,0.0299,14
3,B65,B15,5.62,0.0157,14
3,B65,B29,15.08,0.0373,90
3,B65,B30,30.04,0.0401,14
3,B65,B33,27.76,0.0214,30
3,B65,B41,8.14,0.0457,7
3,B65,B44,48.65,0.0285,90
3,B65,B61,23.14,0.0377,14
3,B65,B66,7.81,0.0163,180
3,B66,B0,38.92,0.0209,180
3,B66,B7,31.05,0.037,14
3,B66,B13,27.22,0.0256,14
3,B66,B18,14.4,0.0488,7
3,B66,B19,6.75,0.0199,180
3,B66,B42,31.34,0.0477,30
3,B66,B51,47.09,0.0209,30
4,B0,B5,19.33,0.0245,90
4,B0,B6,7.46,0.0339,7
4,B0,B14,49.36,0.0169,14
4,B0,B15,18.44,0.0367,7
4,B0,B17,30.04,0.0261,180
4,B0,B26,43.11,0.0148,7
4,B0,B34,44.47,0.0431,14
4,B0,B37,31.74,0.0111,14
4,B0,B38,36.41,0.0108,7
4,B0,B43,14.12,0.03,90
4,B0,B44,29.8,0.0236,14
4,B0,B48,31.83,0.0228,30
4,B0,B62,41.03,0.0384,14
4,B0,B63,6.07,0.0371,180
4,B1,B6,19.44,0.0404,30
4,B1,B12,25.33,0.0237,90
4,B1,B21,33.21,0.0178,180
4,B1,B22,8.31,0.0465,180
4,B1,B23,12.9,0.0312,180
4,B1,B28,33.69,0.0491,180
4,B1,B31,36.47,0.0183,180
4,B1,B40,24.06,0.0466,7
4,B1,B41,19.74,0.0399,14
4,B1,B55,44.52,0.0245,30
4,B1,B63,47.41,0.0106,14
4,B1,B65,45.19,0.013,30
4,B2,B9,13.03,0.0413,180
4,B2,B10,47.77,0.0353,30
4,B2,B28,8.85,0.0227,180
4,B2,B34,14.39,0.0306,180
4,B2,B51,46.18,0.0217,7
4,B2,B55,15.63,0.0112,90
4,B3,B19,13.07,0.0302,7
4,B3,B21,9.69,0.0268,30
4,B3,B22,33.92,0.039,14
4,B3,B29,34.68,0.0482,14
4,B3,B32,28.95,0.0484,30
4,B3,B45,29.55,0.0135,180
4,B3,B51,45.27,0.0368,30
4,B3,B57,27.8,0.02,30
4,B3,B66,20.65,0.0282,14
4,B4,B2,18.3,0.016,180
4,B4,B8,24.92,0.0136,180
4,B4,B21,8.54,0.0224,30
4,B4,B29,23.26,0.0248,90
4,B4,B33,26.48,0.0334,7
4,B4,B37,36.16,0.0107,90
4,B4,B43,46.23,0.0113,90
4,B4,B63,42.08,0.0316,14
4,B5,B0,8.58,0.0483,7
4,B5,B7,38.61,0.0282,7
4,B5,B13,26.29,0.0342,14
4,B5,B16,48.95,0.0488,30
4,B5,B23,43.18,0.032,90
4,B5,B30,18.63,0.0314,14
4,B5,B32,22.84,0.0415,90
4,B5,B33,11.77,0.0461,90
4,B5,B52,47.52,0.0177,90
4,B5,B53,41.84,0.0462,14
4,B5,B56,21.65,0.0314,14
4,B5,B65,15.29,0.0283,180
4,B6,B7,6.23,0.0256,90
4,B6,B9,45.19,0.0393,180
4,B6,B11,34.67,0.0448,7
4,B6,B21,15.87,0.0224,180
4,B6,B24,33.77,0.0479,180
4,B6,B32,44.79,0.0325,90
4,B6,B47,48.61,0.0297,30
4,B6,B55,29.43,0.0304,180
4,B6,B56,20.12,0.024,90
4,B6,B64,27.91,0.0235,90
4,B6,B65,40.3,0.0396,30
4,B7,B6,36.4,0.0484,90
4,B7,B10,29.86,0.0163,30
4,B7,B15,14.11,0.0306,180
4,B7,B17,17.82,0.0208,180
4,B7,B20,18.84,0.0197,14
4,B7,B38,27.67,0.0187,30
4,B7,B39,12.03,0.0451,14
4,B7,B41,42.41,0.0405,90
4,B7,B46,45.51,0.0229,180
4,B7,B63,5.86,0.0158,180
4,B8,B16,24.24,0.0248,30
4,B8,B28,49.47,0.0213,14
4,B8,B29,24.28,0.0338,180
4,B8,B36,37.8,0.0149,14
4,B8,B37,32.75,0.0285,14
4,B8,B42,34.68,0.0451,90
4,B8,B51,24.53,0.0353,180
4,B8,B60,10.86,0.0404,90
4,B8,B63,36.16,0.0483,30
4,B9,B22,47.31,0.028,30
4,B9,B25,11.2,0.0169,7
4,B9,B28,28.12,0.045,90
4,B9,B40,30.96,0.0245,90
4,B9,B44,49.85,0.0366,7
4,B9,B46,24.27,0.0371,30
4,B9,B55,28.5,0.0423,30
4,B9,B62,15.32,0.0132,30
4,B9,B63,46.54,0.0405,30
4,B9,B65,27.35,0.032,30
4,B10,B4,6.96,0.02,180
4,B10,B6,10.4,0.0268,14
4,B10,B19,25.05,0.0267,7
4,B10,B22,5.43,0.0388,90
4,B10,B25,36.97,0.0133,90
4,B10,B27,49.95,0.0307,90
4,B10,B32,18.95,0.0475,180
4,B10,B37,37.1,0.0332,30
4,B10,B59,31.11,0.0237,90
4,B11,B6,43.77,0.0252,180
4,B11,B16,24.69,0.0292,180
4,B11,B21,25.2,0.0332,90
4,B11,B39,37.76,0.0363,180
4,B11,B50,44.85,0.0165,30
4,B11,B57,41.77,0.0344,14
4,B11,B60,22.49,0.0301,90
4,B11,B62,36.53,0.0348,90
4,B12,B1,46.24,0.0256,7
4,B12,B5,33.15,0.0187,180
4,B12,B6,36.5,0.0465,14
4,B12,B13,42.36,0.0361,90
4,B12,B24,33.19,0.0179,90
4,B12,B29,17.01,0.049,30
4,B12,B33,26.29,0.0393,180
4,B12,B42,14.92,0.0353,7
4,B12,B53,21.92,0.0224,90
4,B13,B1,33.65,0.0279,180
4,B13,B9,14.3,0.0392,7
4,B13,B15,44.96,0.0295,14
4,B13,B17,9.51,0.0106,7
4,B13,B19,40.77,0.0225,90
4,B13,B26,24.69,0.0275,180
4,B13,B36,30.98,0.0136,7
4,B13,B55,36.44,0.0358,7
4,B14,B17,20.61,0.0467,14
4,B14,B22,47.42,0.0192,14
4,B14,B24,44.08,0.0114,90
4,B14,B38,40.39,0.036,7
4,B14,B40,40.19,0.0283,7
4,B14,B41,34.64,0.0351,7
4,B14,B57,44.74,0.0379,14
4,B14,B64,7.26,0.0394,14
4,B15,B2,12.71,0.0196,30
4,B15,B3,13.78,0.0428,90
4,B15,B6,32.69,0.0407,7
4,B15,B13,37.15,0.0147,90
4,B15,B17,28.22,0.0437,30
4,B15,B21,12.53,0.041,14
4,B15,B27,22.03,0.0252,7
4,B15,B39,35.66,0.0126,14
4,B15,B40,31.47,0.0339,7
4,B15,B51,9.21,0.0434,180
4,B15,B59,39.72,0.0158,14
4,B16,B2,42.47,0.0308,14
4,B16,B34,41.67,0.0252,14
4,B16,B35,40.21,0.0192,14
4,B16,B43,28.87,0.0449,30
4,B16,B48,44.98,0.0225,180
4,B16,B50,24.04,0.0218,30
4,B16,B55,22.89,0.0301,90
4,B17,B6,39.46,0.0439,14
4,B17,B7,32.04,0.0178,7
4,B17,B9,48.27,0.047,14
4,B17,B12,30.48,0.0302,180
4,B17,B16,28.8,0.0357,180
4,B17,B25,7.66,0.0316,180
4,B17,B38,14.91,0.0254,30
4,B17,B56,20.52,0.0495,7
4,B17,B57,44.57,0.0153,30
4,B17,B66,35.01,0.0465,7
4,B18,B0,42.35,0.0202,7
4,B18,B6,26.41,0.0314,180
4,B18,B10,29.87,0.031,7
4,B18,B11,16.17,0.0331,14
4,B18,B15,17.31,0.0268,180
4,B18,B27,38.43,0.0201,14
4,B18,B30,29.26,0.0327,180
4,B19,B1,12.07,0.0189,7
4,B19,B21,19.7,0.0167,30
4,B19,B24,28.0,0.0171,30
4,B19,B34,35.46,0.0371,90
4,B19,B38,10.14,0.0237,180
4,B19,B41,12.32,0.0241,30
4,B19,B44,45.43,0.0234,90
4,B19,B51,13.3,0.0219,7
4,B19,B63,9.3,0.0286,180
4,B20,B11,36.5,0.0201,14
4,B20,B21,34.41,0.0456,90
4,B20,B29,40.46,0.0345,90
4,B20,B38,11.88,0.0157,30
4,B20,B49,27.69,0.0145,180
4,B20,B50,38.24,0.0209,180
4,B20,B58,48.45,0.0348,30
4,B21,B0,45.13,0.0162,90
4,B21,B6,49.59,0.0259,180
4,B21,B7,8.7,0.0241,30
4,B21,B18,26.43,0.0123,7
4,B21,B19,33.9,0.0431,180
4,B21,B46,8.33,0.0271,180
4,B21,B58,15.99,0.0221,7
4,B21,B64,24.55,0.0486,7
4,B21,B65,7.24,0.0268,90
4,B21,B66,37.97,0.032,7
4,B22,B2,14.71,0.0212,180
4,B22,B3,27.74,0.0278,7
4,B22,B5,11.53,0.0365,30
4,B22,B8,23.89,0.0317,90
4,B22,B11,44.4,0.0118,14
4,B22,B16,31.09,0.0101,14
4,B22,B23,35.01,0.0124,180
4,B22,B28,33.03,0.0251,180
4,B22,B44,37.52,0.0117,14
4,B22,B60,43.07,0.044,30
4,B23,B3,37.09,0.0257,7
4,B23,B4,16.75,0.0158,7
4,B23,B10,11.31,0.0326,30
4,B23,B14,47.59,0.0199,30
4,B23,B15,18.75,0.039,7
4,B23,B25,36.22,0.0499,30
4,B23,B35,32.96,0.0289,180
4,B23,B47,24.56,0.0496,180
4,B23,B49,27.05,0.0249,180
4,B23,B55,5.19,0.0406,90
4,B23,B62,39.32,0.0197,180
4,B23,B64,26.01,0.0432,7
4,B23,B65,12.35,0.0235,14
4,B24,B4,8.58,0.0264,30
4,B24,B6,43.35,0.042,180
4,B24,B15,20.6,0.0188,7
4,B24,B19,42.79,0.0368,90
4,B24,B23,10.97,0.0113,14
4,B24,B32,31.62,0.0435,180
4,B24,B44,18.21,0.0148,180
4,B24,B48,44.81,0.0285,14
4,B24,B63,32.94,0.0464,180
4,B24,B65,39.73,0.0492,90
4,B25,B4,32.7,0.0231,90
4,B25,B9,18.53,0.0435,14
4,B25,B18,45.15,0.0347,14
4,B25,B32,42.8,0.0135,180
4,B25,B34,32.05,0.012,14
4,B25,B37,12.99,0.0494,90
4,B25,B46,46.84,0.033,14
4,B25,B63,5.73,0.0149,7
4,B26,B7,48.84,0.0251,90
4,B26,B20,46.38,0.0369,7
4,B26,B22,14.62,0.0305,30
4,B26,B25,38.09,0.0155,30
4,B26,B27,25.6,0.0151,14
4,B26,B30,45.76,0.039,90
4,B26,B44,36.12,0.0101,14
4,B26,B45,43.51,0.0293,30
4,B26,B48,40.46,0.0208,180
4,B26,B53,48.4,0.044,180
4,B26,B54,44.87,0.0315,14
4,B26,B63,33.37,0.0297,30
4,B26,B66,24.75,0.0319,30
4,B27,B2,38.46,0.0375,90
4,B27,B5,19.86,0.0179,30
4,B27,B18,25.88,0.0401,180
